difficulty,c_r,c_r_multiplier,n_seeds,ARGO_accuracy_mean,ARGO_accuracy_std,ARGO_accuracy_sem,ARGO_accuracy_ci95,ARGO_quality_mean,ARGO_quality_std,ARGO_quality_sem,ARGO_quality_ci95,ARGO_retrievals_mean,ARGO_retrievals_std,ARGO_retrievals_sem,ARGO_retrievals_ci95,ARGO_cost_mean,ARGO_cost_std,ARGO_cost_sem,ARGO_cost_ci95,ARGO_reasons_mean,ARGO_reasons_std,ARGO_reasons_sem,ARGO_reasons_ci95,Always-Retrieve_accuracy_mean,Always-Retrieve_accuracy_std,Always-Retrieve_accuracy_sem,Always-Retrieve_accuracy_ci95,Always-Retrieve_quality_mean,Always-Retrieve_quality_std,Always-Retrieve_quality_sem,Always-Retrieve_quality_ci95,Always-Retrieve_retrievals_mean,Always-Retrieve_retrievals_std,Always-Retrieve_retrievals_sem,Always-Retrieve_retrievals_ci95,Always-Retrieve_cost_mean,Always-Retrieve_cost_std,Always-Retrieve_cost_sem,Always-Retrieve_cost_ci95,Always-Retrieve_reasons_mean,Always-Retrieve_reasons_std,Always-Retrieve_reasons_sem,Always-Retrieve_reasons_ci95,Always-Reason_accuracy_mean,Always-Reason_accuracy_std,Always-Reason_accuracy_sem,Always-Reason_accuracy_ci95,Always-Reason_quality_mean,Always-Reason_quality_std,Always-Reason_quality_sem,Always-Reason_quality_ci95,Always-Reason_retrievals_mean,Always-Reason_retrievals_std,Always-Reason_retrievals_sem,Always-Reason_retrievals_ci95,Always-Reason_cost_mean,Always-Reason_cost_std,Always-Reason_cost_sem,Always-Reason_cost_ci95,Always-Reason_reasons_mean,Always-Reason_reasons_std,Always-Reason_reasons_sem,Always-Reason_reasons_ci95,Random_accuracy_mean,Random_accuracy_std,Random_accuracy_sem,Random_accuracy_ci95,Random_quality_mean,Random_quality_std,Random_quality_sem,Random_quality_ci95,Random_retrievals_mean,Random_retrievals_std,Random_retrievals_sem,Random_retrievals_ci95,Random_cost_mean,Random_cost_std,Random_cost_sem,Random_cost_ci95,Random_reasons_mean,Random_reasons_std,Random_reasons_sem,Random_reasons_ci95
medium,0.3,15.0,3,0.6699999999999999,0.04582575694955839,0.026457513110645904,0.051856725696865974,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7266666666666666,0.028867513459481315,0.016666666666666684,0.0326666666666667,1.0,0.0,0.0,0.0,5.0,0.10148891565092226,0.058594652770823194,0.11484551943081346,1.4999999999999998,0.03044667469527653,0.017578395831246874,0.034453655829243875,0.0,0.0,0.0,0.0,0.6699999999999999,0.04582575694955839,0.026457513110645904,0.051856725696865974,0.7999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9999999999999996,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.7133333333333334,0.028867513459481253,0.016666666666666646,0.03266666666666662,0.8815333333333332,0.011400584780323117,0.006582130691838702,0.012900976156003855,3.106666666666667,0.05033222956847171,0.029059326290271185,0.05695627952893152,1.8940000000000001,0.05583009940883133,0.03223352292257234,0.06317770492824178,3.2066666666666666,0.13576941236277534,0.07838650677536566,0.15363755327971668
medium,0.6000000000000001,30.000000000000004,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,0.9000000000000001,45.00000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,1.2000000000000002,60.00000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,1.5000000000000002,75.00000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,1.8000000000000003,90.00000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,2.1,105.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,2.4000000000000004,120.00000000000001,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,2.7,135.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medium,3.0,150.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
